Window,Cluster,Predicted_Risks_new,Title,Content_trunc,Event_Severity,Event_Label,Acceleration_value,Recency,Source_Accuracy,Impact_Score,Location,Industry_Risk,Frequency_Score,combined_text,similarity,rel_cos,margin,rel_margin,raw_score,rank,decay_weight,weighted_strength
2025-06-17 00:00:00+00:00,157.0,No Risk,LSU picks search committee members to find its next president,"&#160; A search committee has been assembled to find LSU&#8217;s next president. LSU is searching for a replacement for William Tate, who led both its Baton Rouge flagship campus and the LSU System that also includes medical schools in New Orleans and Shreveport, a New Orleans dental school and satellite institutions in Shreveport, Alexandria and [&#8230;]",2.604,LSU Leadership Changes,5,0.36,3.5,1.0,4.0,3.0,5.0,"LSU picks search committee members to find its next president&#160; A search committee has been assembled to find LSU&#8217;s next president. LSU is searching for a replacement for William Tate, who led both its Baton Rouge flagship campus and the LSU System that also includes medical schools in New Orleans and Shreveport, a New Orleans dental school and satellite institutions in Shreveport, Alexandria and [&#8230;]",0.34333014,0.5306247,0.116146535,0.91075844,1.6787072017192841,1,1.0,1.6787072017192841
2025-06-17 00:00:00+00:00,156.0,Policy or Political Interference,Q&A with Interim LSU President Matt Lee on higher education,This is an interview with interim LSU President Matt Lee that took place earlier this month about how the legislative session and federal changes will impact higher education in Louisiana. It has been edited for length and clarity. You can also listen to a version of this interview on our new podcast The Light Switch. [&#8230;],2.863,Q&A with Interim LSU President Matt Lee on higher education,2,0.32,3.5,3.9,4.0,3.0,5.0,Q&A with Interim LSU President Matt Lee on higher educationThis is an interview with interim LSU President Matt Lee that took place earlier this month about how the legislative session and federal changes will impact higher education in Louisiana. It has been edited for length and clarity. You can also listen to a version of this interview on our new podcast The Light Switch. [&#8230;],0.47926491,1.0,-0.045214057,0.28817153,2.251610526919365,1,1.0,2.251610526919365
2025-06-17 00:00:00+00:00,154.0,Policy or Political Interference,One researcher’s brave stand in the urgent defense of academic freedom,"By any measure, Tulane University stands at a crossroads. When Kimberly Terrell, a widely respected Tulane researcher and director of community engagement at the Environmental Law Clinic, recently resigned citing a “complete gag order,” it sent shockwaves through Louisiana and universities across the nation. Emails and internal communications obtained by the Associated Press reveal a [&#8230;]",2.9,One researcher’s brave stand in the urgent defense of academic freedom,2,0.0,3.5,4.0,5.0,3.0,5.0,"One researcher’s brave stand in the urgent defense of academic freedomBy any measure, Tulane University stands at a crossroads. When Kimberly Terrell, a widely respected Tulane researcher and director of community engagement at the Environmental Law Clinic, recently resigned citing a “complete gag order,” it sent shockwaves through Louisiana and universities across the nation. Emails and internal communications obtained by the Associated Press reveal a [&#8230;]",0.4072661,0.7518415,-0.1498329,0.04757708,1.5676302433013916,2,0.7,1.0973411703109741
2025-06-17 00:00:00+00:00,155.0,Policy or Political Interference,Australian Journo Was Deported From US for Reports on Palestine Campus Protests,"Honest, paywall-free news is rare. Please support our boldly independent journalism with a donation of any size.
A leading press freedom advocate on Tuesday condemned the United States’ “disturbing pattern” of screening and expelling international visitors for their political viewpoints following the detention and removal of an Australian journalist who criticized the Trump administration’s targeting of Palestine defenders on college campuses.
Alistair Kitchen said he was detained for 12 hours a",2.876,Australian Journo Was Deported From US for Reports on Palestine Campus Protests,2,0.74,3.0,3.9,4.0,3.0,5.0,"Australian Journo Was Deported From US for Reports on Palestine Campus ProtestsHonest, paywall-free news is rare. Please support our boldly independent journalism with a donation of any size.
A leading press freedom advocate on Tuesday condemned the United States’ “disturbing pattern” of screening and expelling international visitors for their political viewpoints following the detention and removal of an Australian journalist who criticized the Trump administration’s targeting of Palestine defenders on college campuses.
Alistair Kitchen said he was detained for 12 hours a",0.14880273,0.0,-0.20438862,0.016499756,0.014235989661887287,3,0.48999999999999994,0.00697563493432477
2025-06-17 00:00:00+00:00,152.0,Revenue Loss,Two former LSU employees charged with stealing from bursar’s office,"Two former LSU employees are facing theft charges after allegedly stealing thousands in cash from the university bursar’s office.  Yetiv Knight, a former assistant director of customer service, is accused of stealing $2,500 in cash. Tonya Harvey, a former accounting technician, is accused of stealing $9,656 in cash. Both were arrested in February and face [&#8230;]",2.576,Two former LSU employees charged with stealing from bursar’s office,1,0.74,3.5,3.9,3.0,3.0,4.0,"Two former LSU employees charged with stealing from bursar’s officeTwo former LSU employees are facing theft charges after allegedly stealing thousands in cash from the university bursar’s office.  Yetiv Knight, a former assistant director of customer service, is accused of stealing $2,500 in cash. Tonya Harvey, a former accounting technician, is accused of stealing $9,656 in cash. Both were arrested in February and face [&#8230;]",0.257659,0.23420465,-0.08023265,0.1673323,0.5516322350502014,1,1.0,0.5516322350502014
2025-06-24 00:00:00+00:00,167.0,Artificial Intelligence Ethics & Governance,How Do You Teach Computer Science in the A.I. Era?,Universities across the country are scrambling to understand the implications of generative A.I.’s transformation of technology.,2.345,How Do You Teach Computer Science in the A.I. Era?,1,0.0,4.0,3.7,1.0,3.0,4.0,How Do You Teach Computer Science in the A.I. Era?Universities across the country are scrambling to understand the implications of generative A.I.’s transformation of technology.,0.53470016,1.0,0.18557191,0.97614086,2.3282150927186014,1,1.0,2.3282150927186014
2025-06-24 00:00:00+00:00,148.0,Endowment Risk,"Can Donors Fill the Major Budget Holes Universities Face Under Trump? Stanford University will cut $140m from its budget, citing ‘federal policy changes’","In their fund-raising appeals, some schools are citing the vast sums in federal funding that they stand to lose. Others appear to be keeping mum to avoid angering the White House. Stanford University will cut $140m from its budget in the coming academic year, citing “consequences from federal policy changes” including “reductions in federal research support and an increase in the endowment tax”. The news came in a letter Jon Levin, the university president, and Jenny Martinez, the provost, sent to faculty and staff last week.
The budget cuts will likely necessitate staff layoffs, deepening the impact of a staff hiring freeze the university announced in February. The unive",2.889,Trump-Related Conflicts Involving Education/Government Funding,3,0.0,4.0,3.9,1.0,3.0,3.0,"Can Donors Fill the Major Budget Holes Universities Face Under Trump? Stanford University will cut $140m from its budget, citing ‘federal policy changes’In their fund-raising appeals, some schools are citing the vast sums in federal funding that they stand to lose. Others appear to be keeping mum to avoid angering the White House. Stanford University will cut $140m from its budget in the coming academic year, citing “consequences from federal policy changes” including “reductions in federal research support and an increase in the endowment tax”. The news came in a letter Jon Levin, the university president, and Jenny Martinez, the provost, sent to faculty and staff last week.
The budget cuts will likely necessitate staff layoffs, deepening the impact of a staff hiring freeze the university announced in February. The unive",0.5870571,1.0,0.024495125,0.62008345,2.5597262583374976,1,1.0,2.5597262583374976
2025-06-24 00:00:00+00:00,164.0,Enrollment Pressure,37% of Gen Z college grads are now pursuing blue-collar work,"New data shows that Gen Z are leading a shift from traditional post-college career paths to trade jobs, and apprenticeships. That’s according to a May 2025 Resume Builder survey of 1,434 Gen Z adults, which set out to understand how economic pressures, rising education costs, and concerns about AI are shaping career paths. It found...",2.33,37% of Gen Z college grads are now pursuing blue-collar work,1,0.13,3.5,3.6,1.0,3.0,5.0,"37% of Gen Z college grads are now pursuing blue-collar workNew data shows that Gen Z are leading a shift from traditional post-college career paths to trade jobs, and apprenticeships. That’s according to a May 2025 Resume Builder survey of 1,434 Gen Z adults, which set out to understand how economic pressures, rising education costs, and concerns about AI are shaping career paths. It found...",0.14532787,0.0,-0.12745495,0.07248704,0.05066844537854195,1,1.0,0.05066844537854195
2025-06-24 00:00:00+00:00,158.0,High-Profile Litigation,Team physicians in college sports wary of greater liability risk with athletes now making big money,"Team physicians in college sports wary of greater liability risk with athletes now making big money
The professionalization of college sports has prompted concern among team physicians that they will be exposed to a greater risk of medical liability lawsuits by injured athletes who claim a poor outcome caused them to lose future earnings
The professionalization of college sports has prompted concern among team physicians that they will be exposed to a greater risk of being sued by athletes who c",2.524,Team physicians in college sports wary of greater liability risk with athletes now making big money,1,0.74,4.0,3.75,1.0,3.0,5.0,"Team physicians in college sports wary of greater liability risk with athletes now making big moneyTeam physicians in college sports wary of greater liability risk with athletes now making big money
The professionalization of college sports has prompted concern among team physicians that they will be exposed to a greater risk of medical liability lawsuits by injured athletes who claim a poor outcome caused them to lose future earnings
The professionalization of college sports has prompted concern among team physicians that they will be exposed to a greater risk of being sued by athletes who c",0.41836628,0.7902478,-0.03821367,0.3177192,1.6367866833209992,1,1.0,1.6367866833209992
2025-06-24 00:00:00+00:00,148.0,Policy or Political Interference,Judge Blocks Trump Proclamation Barring Harvard’s International Students How the Republican Agenda Could Hit Johns Hopkins University Trump Administration to Appeal Order Allowing International Students at Harvard University of Virginia President Resigns Under Pressure From Trump Administration Trump Administration Finds Harvard Failed to Address Harassment of Jewish Students on Campus,"The same judge issued an order last week blocking a separate government effort to keep the school from enrolling students from abroad. The university is not a direct target of the Trump administration but faces some of the biggest cuts, as Republicans seek to trim government spending. A district court judge had blocked President Trump’s proclamation barring international students from attending the university. The Justice Department had demanded that James E. Ryan step down in order to help resolve a civil rights investigation into the school. The university had recently restarted talks with the White House regarding a potential deal after months of fighting in court.",2.9960000000000004,Trump-Related Conflicts Involving Education/Government Funding,3,0.01,4.0,3.9,1.0,3.0,5.0,"Judge Blocks Trump Proclamation Barring Harvard’s International Students How the Republican Agenda Could Hit Johns Hopkins University Trump Administration to Appeal Order Allowing International Students at Harvard University of Virginia President Resigns Under Pressure From Trump Administration Trump Administration Finds Harvard Failed to Address Harassment of Jewish Students on CampusThe same judge issued an order last week blocking a separate government effort to keep the school from enrolling students from abroad. The university is not a direct target of the Trump administration but faces some of the biggest cuts, as Republicans seek to trim government spending. A district court judge had blocked President Trump’s proclamation barring international students from attending the university. The Justice Department had demanded that James E. Ryan step down in order to help resolve a civil rights investigation into the school. The university had recently restarted talks with the White House regarding a potential deal after months of fighting in court.",0.46483374,0.95102394,-0.02054444,0.39869902,2.352838136672974,1,1.0,2.352838136672974
2025-06-24 00:00:00+00:00,165.0,Policy or Political Interference,Justice Dept. Opens Inquiry Into University of California Hiring Practices,"The Trump administration has targeted the state system as part of its broad effort to eliminate diversity, equity and inclusion initiatives and programs.",2.989,California University Inquiries,3,0.16,4.0,3.9,1.0,3.0,5.0,"Justice Dept. Opens Inquiry Into University of California Hiring PracticesThe Trump administration has targeted the state system as part of its broad effort to eliminate diversity, equity and inclusion initiatives and programs.",0.4556119,0.9191168,-0.07012352,0.19742438,2.1000984869003294,2,0.7,1.4700689408302305
2025-06-24 00:00:00+00:00,163.0,Policy or Political Interference,House Panel Subpoenas Harvard in Tuition-Pricing Inquiry,The subpoena letter adds yet another front to the battle between the university and Republicans in Washington.,2.966,House Panel Subpoenas Harvard in Tuition-Pricing Inquiry,3,0.01,4.0,3.9,1.0,3.0,5.0,House Panel Subpoenas Harvard in Tuition-Pricing InquiryThe subpoena letter adds yet another front to the battle between the university and Republicans in Washington.,0.36498684,0.60555625,-0.046326727,0.2836283,1.5096284217834475,3,0.48999999999999994,0.7397179266738891
2025-06-24 00:00:00+00:00,148.0,Research Funding Disruption,"Federal Budget Bill May Reduce Aid for Nearly 500,000 Texas College Students Congress unlikely to enact ‘absolutely devastating’ Trump proposal to slash Pell Grants","Support justice-driven, accurate and transparent news — make a quick donation to Truthout today!
Nearly half a million Texas students stand to get less help paying for college because of aggressive cuts federal lawmakers are considering to a critical financial aid program.
The country’s lowest-income students depend on the Pell Grant to get through college. It is the largest source of grant aid in Texas.
But a U.S. House proposal in the massive budget package President Donald Trump is dubbing th WASHINGTON — President Donald Trump wants to cut nearly $1,700 from the maximum Pell Grant award as part of his fiscal 2026 budget request — a move that would leave the subsidy for low-income students at its lowest level in more than a decade. The proposal would have a devastating effect on college affordability and [&#8230;]",2.7775,Trump-Related Conflicts Involving Education/Government Funding,2,0.32,3.25,3.9,1.5,3.0,5.0,"Federal Budget Bill May Reduce Aid for Nearly 500,000 Texas College Students Congress unlikely to enact ‘absolutely devastating’ Trump proposal to slash Pell GrantsSupport justice-driven, accurate and transparent news — make a quick donation to Truthout today!
Nearly half a million Texas students stand to get less help paying for college because of aggressive cuts federal lawmakers are considering to a critical financial aid program.
The country’s lowest-income students depend on the Pell Grant to get through college. It is the largest source of grant aid in Texas.
But a U.S. House proposal in the massive budget package President Donald Trump is dubbing th WASHINGTON — President Donald Trump wants to cut nearly $1,700 from the maximum Pell Grant award as part of his fiscal 2026 budget request — a move that would leave the subsidy for low-income students at its lowest level in more than a decade. The proposal would have a devastating effect on college affordability and [&#8230;]",0.38141733,0.6624054,-0.08391088,0.15733162,1.4189781215786934,1,1.0,1.4189781215786934
2025-06-24 00:00:00+00:00,148.0,Revenue Loss,See how Louisiana colleges and universities will spend millions in the state budget,"Louisiana’s colleges and universities are bringing home hundreds of millions for construction projects and other key priorities, including over $30 million to begin construction for the long-anticipated new LSU library.  The state budget for fiscal year 2025-26, which starts next week, includes approximately $610 million in immediate construction for higher education and around $75 million [&#8230;]",2.571,Trump-Related Conflicts Involving Education/Government Funding,1,0.37,3.5,3.9,4.0,3.0,4.0,"See how Louisiana colleges and universities will spend millions in the state budgetLouisiana’s colleges and universities are bringing home hundreds of millions for construction projects and other key priorities, including over $30 million to begin construction for the long-anticipated new LSU library.  The state budget for fiscal year 2025-26, which starts next week, includes approximately $610 million in immediate construction for higher education and around $75 million [&#8230;]",0.36646223,0.6106611,-0.059405506,0.23359708,1.2791801597177983,1,1.0,1.2791801597177983
